"Geneid","Length","NT_shRNA_hepg2_rep1","NT_shRNA_hepg2_rep2","TARDBP_shRNA_hepg2_rep1","TARDBP_shRNA_hepg2_rep2"
"ENSG00000088451.10_2",2589,319,349,213,187
"ENSG00000125257.14_4",8635,437,446,308,270
"ENSG00000134874.17_2",8470,1467,1674,1203,1116
"ENSG00000247400.3_4",3010,98,91,108,88
"ENSG00000102580.14_3",5591,1631,1898,1837,1686
"ENSG00000102595.19_3",8105,980,1055,2040,1946
"ENSG00000139793.18_4",4908,1821,1916,3022,2955
"ENSG00000125249.6_2",5570,993,1037,1033,962
"ENSG00000276573.1_5",223,4,3,3,5
"ENSG00000065150.18_3",9671,5795,6962,2958,2846
"ENSG00000152767.16_4",36228,7126,8249,7923,7139
"ENSG00000102572.14_4",12077,3043,3564,2612,2638
"ENSG00000224418.1_5",1278,2,10,8,3
"ENSG00000088386.16_3",4192,8,12,34,32
"ENSG00000088387.18_3",14816,124,100,53,43
"ENSG00000228889.6_4",1771,15,23,11,9
"ENSG00000134882.15_3",4603,614,789,837,787
"ENSG00000228808.1_4",514,5,6,2,1
"ENSG00000125304.9_3",5524,3018,3410,4474,4065
"ENSG00000280734.2_2",6199,184,235,223,208
"ENSG00000203441.2_5",872,5,9,10,8
"ENSG00000125246.15_4",7227,206,231,274,257
"ENSG00000139800.8_2",4639,15,18,18,17
"ENSG00000043355.11_3",3310,31,30,39,47
"ENSG00000274605.1_5",913,77,84,62,52
"ENSG00000175198.16_4",7288,481,620,428,406
"ENSG00000228501.2_4",612,26,29,38,32
"ENSG00000134864.10_3",3477,24,26,38,32
"ENSG00000280169.1_5",2203,1,0,3,5
"ENSG00000125247.15_3",6272,621,604,492,455
"ENSG00000237082.1_4",211,3,6,4,3
"ENSG00000233009.1_5",2846,1,7,6,2
"ENSG00000134900.11_3",6752,2202,2150,1298,1228
"ENSG00000151287.16_2",2154,13,16,8,6
"ENSG00000134901.12_2",2367,517,603,560,493
"ENSG00000134897.13_3",5461,276,372,262,225
"ENSG00000134899.19_4",8242,45,29,34,30
"ENSG00000125266.7_4",5019,18,19,14,21
"ENSG00000134884.14_5",5810,3039,3183,3134,2886
"ENSG00000174405.13_2",4387,445,404,427,361
"ENSG00000139826.5_2",5338,442,455,446,400
"ENSG00000275216.2_5",5087,6,4,4,4
"ENSG00000185950.8_2",8138,1,2,6,4
"ENSG00000134871.18_4",19293,13,9,2,2
"ENSG00000139832.4_2",1518,137,221,95,67
"ENSG00000213995.11_3",2847,198,241,213,173
"ENSG00000134905.16_3",10460,614,789,588,568
"ENSG00000153487.12_2",6388,442,553,170,156
"ENSG00000255874.2_2",6265,21,16,15,20
"ENSG00000088448.14_3",4563,1286,1445,1226,1082
"ENSG00000229152.2_5",800,107,132,139,99
"ENSG00000277767.1_5",1824,5,8,8,3
"ENSG00000227105.1_4",3026,1,8,2,3
"ENSG00000225760.2_5",1189,9,22,22,16
"ENSG00000102606.18_4",11768,1301,1490,966,905
"ENSG00000126216.14_4",7254,642,691,438,415
"ENSG00000274922.1_5",3047,23,50,31,27
"ENSG00000068650.18_4",13733,3599,4387,2005,1850
"ENSG00000126217.20_4",23148,1099,1268,1792,1663
"ENSG00000267868.1_5",1297,6,10,16,15
"ENSG00000235280.2_5",712,60,78,88,90
"ENSG00000057593.13_2",3795,519,665,1396,1504
"ENSG00000126218.11_3",2356,712,977,2773,2412
"ENSG00000231882.1_5",417,8,0,1,5
"ENSG00000230371.1_4",1639,20,37,49,50
"ENSG00000283828.1_4",2238,87,142,94,89
"ENSG00000126231.13_2",1666,113,151,309,300
"ENSG00000126226.21_3",6243,838,977,691,661
"ENSG00000139842.14_2",7869,1975,2392,1678,1468
"ENSG00000185896.10_2",5739,3561,3830,6839,6709
"ENSG00000139835.13_3",2916,181,289,344,302
"ENSG00000276434.1_6",509,32,38,39,50
"ENSG00000153531.13_3",10924,25,19,26,29
"ENSG00000150401.14_3",4346,267,313,342,302
"ENSG00000150403.17_3",10407,1383,1508,1850,1654
"ENSG00000276916.1_6",418,21,31,20,27
"ENSG00000276248.1_6",3362,36,40,42,33
"ENSG00000198176.12_2",3741,1848,1868,1121,1089
"ENSG00000233695.2_5",7169,28,13,2,7
"ENSG00000183087.14_2",6006,3,9,6,7
"ENSG00000185989.10_3",4763,13,11,5,6
"ENSG00000130177.15_3",3959,790,932,789,708
"ENSG00000264539.1",57,0,2,8,4
"ENSG00000169062.14_2",5772,2083,2314,1107,1057
"ENSG00000226158.1_4",421,1,5,1,0
"ENSG00000198824.6_3",5770,2278,2247,1318,1400
"ENSG00000257175.2_5",2254,16,13,8,8
"ENSG00000225210.10_3",4836,68,93,67,52
"ENSG00000278594.1_5",1036,1,5,1,1
"ENSG00000244306.11_3",12218,1042,1235,583,560
"ENSG00000257884.2_5",2268,8,11,3,10
"ENSG00000136319.11_3",9705,452,389,347,382
"ENSG00000258768.2_6",3829,14,17,37,36
"ENSG00000100814.17_2",3680,715,861,1497,1395
"ENSG00000222489.1",148,29,45,69,50
"ENSG00000129484.13_2",4096,1838,1968,933,859
"ENSG00000129566.12_5",11328,781,908,855,747
"ENSG00000185271.8_4",5501,3,7,1,4
"ENSG00000259162.1_5",992,9,3,6,12
"ENSG00000092094.10_3",5037,732,879,684,622
"ENSG00000100823.11_3",1886,5802,6186,3748,3566
"ENSG00000165782.10_3",3803,643,762,782,739
"ENSG00000198805.11_3",4139,974,1060,400,371
"ENSG00000258818.3_3",2613,277,319,145,156
"ENSG00000214274.9_3",1430,393,579,1235,1171
"ENSG00000129538.13_2",1506,7,3,3,4
"ENSG00000169385.2_2",755,5,5,10,5
"ENSG00000165792.17_3",4449,1199,1503,998,924
"ENSG00000165795.23_4",7550,1694,1972,1536,1532
"ENSG00000179636.14_3",2475,11,11,11,7
"ENSG00000206150.3_3",1607,6,6,15,18
"ENSG00000165801.9_2",8189,1321,2013,1703,1539
"ENSG00000165804.15_3",6679,999,1217,1100,1132
"ENSG00000232070.8_3",1961,33,23,13,15
"ENSG00000258441.1_4",5715,476,492,418,417
"ENSG00000092199.17_6",7309,22867,24985,9406,8939
"ENSG00000092200.12_4",5470,12,15,24,22
"ENSG00000092201.9_2",7151,11567,13449,5184,4327
"ENSG00000100888.13_4",20953,6458,6798,4445,4313
"ENSG00000199436.1",104,0,7,5,1
"ENSG00000129472.14_3",3610,1358,1371,1518,1482
"ENSG00000092203.13_6",7076,4407,4362,3185,3323
"ENSG00000165819.11_3",5894,1526,1731,824,723
"ENSG00000165821.11_5",5365,712,808,886,807
"ENSG00000129562.10_2",808,2362,2383,2427,2256
"ENSG00000275552.1_5",2670,1,1,3,8
"ENSG00000100439.10_2",4070,1105,1248,1218,1218
"ENSG00000258458.6_6",2513,7,8,6,10
"ENSG00000155463.12_4",4497,5872,6159,7481,7409
"ENSG00000155465.18_3",5131,16,10,30,20
"ENSG00000172590.18_2",3213,496,705,617,526
"ENSG00000157227.12_2",4464,557,617,508,455
"ENSG00000197324.8_4",7112,1077,1369,2292,2099
"ENSG00000100461.17_4",14022,19,26,45,41
"ENSG00000100462.15_4",3467,4444,5034,2474,2339
"ENSG00000092036.18_4",2539,294,435,186,136
"ENSG00000129474.15_4",5979,1510,2055,3785,3382
"ENSG00000258457.5_5",1462,35,35,50,27
"ENSG00000100802.14_3",4243,199,253,179,178
"ENSG00000280129.1_6",1625,12,26,11,14
"ENSG00000100804.18_3",1765,2878,3792,2636,2193
"ENSG00000279656.1_6",1135,51,76,74,58
"ENSG00000139880.19_2",3748,195,161,117,111
"ENSG00000100813.14_5",9110,12169,13121,9588,9390
"ENSG00000179933.5_2",3676,2103,2354,1579,1509
"ENSG00000092068.19_4",5991,2,0,12,22
"ENSG00000215271.7_3",5534,1165,1137,994,915
"ENSG00000235194.8_5",5548,735,861,727,654
"ENSG00000129473.9_5",4189,1437,1630,1327,1255
"ENSG00000258643.5_3",1548,44,57,26,27
"ENSG00000100836.10_4",3876,1458,2394,1975,1555
"ENSG00000268702.1",279,2,31,6,4
"ENSG00000092096.16_4",4278,37,38,40,44
"ENSG00000092054.12_2",6087,11,3,0,4
"ENSG00000129460.15_5",4654,1842,2076,1086,990
"ENSG00000157306.14_5",5097,25,31,38,25
"ENSG00000136367.13_3",10128,203,203,118,118
"ENSG00000273618.1_6",1686,12,22,20,26
"ENSG00000259431.5_3",2894,63,87,16,20
"ENSG00000213983.11_3",6897,3929,4475,4377,4102
"ENSG00000258727.1_5",3243,35,61,79,63
"ENSG00000092051.16_3",5307,24,29,28,17
"ENSG00000274002.1_5",812,58,57,33,46
"ENSG00000100867.14_3",7556,73884,90186,48731,46985
"ENSG00000215256.3_4",3593,1252,1222,1167,1167
"ENSG00000157326.18_2",2305,237,353,297,252
"ENSG00000187630.16_4",2516,195,215,191,181
"ENSG00000186648.14_5",6665,31,30,52,43
"ENSG00000129535.12_3",3113,30,42,51,63
"ENSG00000100889.11_2",4189,1433,1943,1918,1603
"ENSG00000100897.17_4",6350,3888,4541,4341,4201
"ENSG00000139914.6_3",1355,7,13,16,25
"ENSG00000092010.14_3",1781,3439,4226,3333,2876
"ENSG00000100908.13_2",1588,363,479,340,307
"ENSG00000259321.1_5",747,17,15,35,22
"ENSG00000100911.15_3",3582,3261,4056,3857,3713
"ENSG00000092098.16_4",4982,1027,1142,1201,1222
"ENSG00000259529.1_6",4798,21,28,50,36
"ENSG00000199804.1",120,12,8,14,11
"ENSG00000213928.8_3",3794,123,151,160,141
"ENSG00000100918.12_4",3841,60,81,143,104
"ENSG00000196497.16_4",5007,25,21,12,15
"ENSG00000100926.14_4",3536,219,292,282,245
"ENSG00000276698.1_5",658,18,22,35,31
"ENSG00000278784.1_6",1200,162,130,147,171
"ENSG00000254505.9_5",2413,129,128,124,121
"ENSG00000260669.2_6",3045,14,18,23,18
"ENSG00000129559.12_3",3879,831,940,714,693
"ENSG00000100938.17_2",3640,2315,2638,2721,2581
"ENSG00000092330.16_4",2712,901,1068,723,653
"ENSG00000092295.11_3",3735,71,102,90,90
"ENSG00000100949.14_2",3545,992,1183,1239,1228
"ENSG00000157379.13_2",5002,529,564,594,540
"ENSG00000196943.13_4",6033,2821,3026,2241,2014
"ENSG00000136305.11_2",3198,1540,1814,4931,5577
"ENSG00000213906.9_3",3233,164,180,127,115
"ENSG00000213903.8_3",4465,478,562,386,343
"ENSG00000100968.13_2",8437,6,7,1,3
"ENSG00000205978.5_2",7955,47,75,131,88
"ENSG00000139899.10_2",2562,37,53,42,30
"ENSG00000100441.9_3",8015,3006,3747,3932,3499
"ENSG00000100445.17_4",3099,973,1144,1126,1054
"ENSG00000258744.1_5",698,8,13,11,11
"ENSG00000168952.15_2",8067,799,797,684,690
"ENSG00000139910.19_4",10046,20,17,7,18
"ENSG00000197358.9_4",1585,18,38,10,21
"ENSG00000184304.14_4",5187,69,73,34,34
"ENSG00000092140.15_4",9353,2320,2243,819,761
"ENSG00000092108.20_4",6571,3191,3429,2589,2295
"ENSG00000100473.16_3",4031,2076,2219,1119,882
"ENSG00000258525.1_5",2302,38,41,35,41
"ENSG00000196792.11_3",4965,4553,4513,3301,3081
"ENSG00000100478.14_4",7223,280,287,416,387
"ENSG00000092148.12_4",12557,11319,13517,10925,9786
"ENSG00000129493.14_3",10243,1270,1415,1284,1146
"ENSG00000203546.7_6",4422,6,12,3,6
"ENSG00000250365.6_5",1791,8,9,12,18
"ENSG00000129480.12_3",2971,744,706,601,546
"ENSG00000151413.16_3",7590,913,977,486,472
"ENSG00000258474.1_5",550,57,37,14,18
"ENSG00000258386.1_5",276,7,1,0,1
"ENSG00000258655.2_5",1848,65,80,61,43
"ENSG00000100852.12_3",10888,6454,6266,4812,4265
"ENSG00000202337.1",107,15,18,8,8
"ENSG00000259086.3_5",445,6,6,6,6
"ENSG00000151320.10_4",19748,83,83,31,36
"ENSG00000259045.1_4",703,25,27,41,42
"ENSG00000129521.13_3",7359,29,128,72,50
"ENSG00000258897.1_5",308,4,5,0,0
"ENSG00000165389.6_3",2777,2833,2993,1874,1735
"ENSG00000129518.8_2",2030,1658,1999,1416,1239
"ENSG00000279423.1_5",671,5,3,2,3
"ENSG00000129515.18_3",4105,3313,3325,1979,1825
"ENSG00000240463.1_4",441,17,11,17,11
"ENSG00000241582.1_4",475,3,5,3,10
"ENSG00000165410.14_2",7179,3382,3450,4000,3839
"ENSG00000198604.10_3",7698,5318,5326,2866,2721
"ENSG00000258738.1_5",2117,157,220,108,120
"ENSG00000258704.6_5",1531,129,124,130,136
"ENSG00000100883.11_3",3903,6388,6284,4072,3841
"ENSG00000151327.12_5",8385,1765,1940,1702,1550
"ENSG00000092020.10_3",3863,915,1127,581,466
"ENSG00000279434.1_6",2025,3,8,4,4
"ENSG00000100890.15_4",6982,630,671,504,452
"ENSG00000258790.1_6",3857,4,3,5,3
"ENSG00000100902.10_5",6506,620,676,390,273
"ENSG00000100906.10_2",2373,3302,3157,1952,1970
"ENSG00000259022.2_4",372,19,21,4,6
"ENSG00000174373.16_4",14258,3330,3903,4647,4325
"ENSG00000258938.1_5",2867,16,34,16,20
"ENSG00000100916.13_3",3897,1570,1724,1090,959
"ENSG00000257307.1_5",709,15,11,9,9
"ENSG00000151332.18_3",3468,1077,1194,1025,863
"ENSG00000198807.12_2",6035,2,4,3,5
"ENSG00000183032.11_3",3703,26,27,26,26
"ENSG00000258708.1_4",1924,65,62,70,61
"ENSG00000151338.18_5",20250,611,651,331,281
"ENSG00000129514.5_2",3982,2953,2879,4398,4312
"ENSG00000139865.16_2",8361,544,564,1050,1038
"ENSG00000200385.1",137,0,2,6,4
"ENSG00000139874.5_3",4295,5,7,13,16
"ENSG00000259070.5_4",4860,6,3,2,3
"ENSG00000100934.14_3",8945,12362,14399,12150,11126
"ENSG00000258651.1_5",500,30,33,32,35
"ENSG00000258591.2_5",366,12,10,21,28
"ENSG00000092208.17_4",2757,452,549,222,187
"ENSG00000182400.14_3",4533,2034,1951,1379,1338
"ENSG00000259083.1_5",530,1,8,2,2
"ENSG00000100941.8_2",4201,16841,18120,13672,12758
"ENSG00000270503.1_4",1271,4,8,7,7
"ENSG00000150527.17_5",10539,4080,4829,5580,5612
"ENSG00000258940.2_5",1359,12,23,18,10
"ENSG00000165355.7_3",3853,577,567,655,572
"ENSG00000258526.5_5",1209,7,8,9,10
"ENSG00000259051.1_4",333,20,28,9,9
"ENSG00000259137.1_5",552,2,3,2,6
"ENSG00000179476.7_2",3864,135,147,146,133
"ENSG00000179454.13_2",8076,215,234,246,240
"ENSG00000198718.12_3",10274,409,346,407,343
"ENSG00000185246.17_3",4932,1170,1206,1191,1023
"ENSG00000100442.10_2",2262,1661,1815,792,644
"ENSG00000187790.10_4",8468,318,307,125,117
"ENSG00000129534.13_3",6250,1166,1303,386,329
"ENSG00000213741.10_4",9845,1449,1700,1501,1387
"ENSG00000283029.1_5",300,14,31,13,29
"ENSG00000165501.16_3",2359,127,132,63,53
"ENSG00000258568.1_2",579,42,27,25,18
"ENSG00000165502.6_3",746,3657,3539,1756,1783
"ENSG00000168282.5_2",2687,1391,1441,1314,1334
"ENSG00000258377.1_5",2469,4,6,10,8
"ENSG00000165506.14_3",2963,298,370,284,193
"ENSG00000258450.1_6",401,8,5,5,9
"ENSG00000100479.12_2",2955,346,439,145,123
"ENSG00000197776.7_2",3006,9,2,7,5
"ENSG00000165516.10_2",6841,776,921,947,810
"ENSG00000165525.17_2",9426,2415,2724,1560,1431
"ENSG00000266037.1",297,0,3,2,7
"ENSG00000265150.1",297,1,13,4,8
"ENSG00000165527.6_3",3865,3117,2961,1892,1901
"ENSG00000214900.9_4",14763,24,18,22,10
"ENSG00000100483.13_3",2055,108,101,146,114
"ENSG00000100485.11_2",6938,971,1086,1107,1034
"ENSG00000087299.11_2",6879,147,179,108,110
"ENSG00000125375.14_4",11297,384,467,422,362
"ENSG00000259071.1_5",446,3,8,12,8
"ENSG00000100490.9_2",6149,61,52,30,24
"ENSG00000258857.1_5",501,11,9,3,2
"ENSG00000012983.11_2",7620,1976,1875,1442,1411
"ENSG00000198513.11_3",4360,19,33,20,19
"ENSG00000151748.14_3",5630,471,488,211,236
"ENSG00000269906.1_6",668,10,5,4,4
"ENSG00000100503.23_4",13683,1802,1828,1259,1032
"ENSG00000270062.1_6",496,18,6,11,14
"ENSG00000258687.1_5",174,5,2,0,1
"ENSG00000100504.16_2",4798,2267,2705,2541,2340
"ENSG00000100505.13_2",8945,5,5,2,2
"ENSG00000139921.12_2",4499,1061,1177,661,647
"ENSG00000258893.1_4",926,2,5,1,0
"ENSG00000139926.15_5",9416,140,166,93,92
"ENSG00000273888.1_4",2229,8,5,5,4
"ENSG00000087302.8_3",8323,2803,3197,1935,1818
"ENSG00000087303.17_3",6392,8,8,5,10
"ENSG00000087301.8_3",4739,264,218,142,135
"ENSG00000180998.11_4",6193,47,53,60,54
"ENSG00000197930.12_3",7548,7471,8675,5985,5663
"ENSG00000100519.11_4",7482,2530,3086,1485,1281
"ENSG00000198252.11_2",4978,1333,1134,1058,1015
"ENSG00000100522.9_3",4009,1693,2009,1819,1643
"ENSG00000259049.1_5",1426,4,1,5,2
"ENSG00000285664.1_1",2500,1,5,4,8
"ENSG00000073712.14_5",8510,1736,1801,1898,1762
"ENSG00000100523.14_4",17944,666,652,594,544
"ENSG00000225680.1_5",726,43,71,55,38
"ENSG00000235269.1_5",602,13,6,9,6
"ENSG00000125378.15_3",3082,4429,3860,2131,2391
"ENSG00000100526.19_4",1836,655,853,270,215
"ENSG00000100528.11_3",5060,1776,1744,2071,1854
"ENSG00000197045.12_3",7966,1233,1174,1074,958
"ENSG00000100532.11_2",4564,107,101,114,111
"ENSG00000020577.13_3",12170,974,1102,952,868
"ENSG00000131979.18_3",2951,356,430,372,372
"ENSG00000198554.11_5",6385,791,900,210,196
"ENSG00000180008.8_2",7043,592,584,279,289
"ENSG00000168175.14_2",6988,5592,5195,3362,3380
"ENSG00000131981.15_2",2397,347,446,340,334
"ENSG00000126787.12_3",3667,1167,1426,243,235
"ENSG00000279392.1_5",465,15,21,7,10
"ENSG00000178974.9_3",4133,385,395,406,364
"ENSG00000258469.1_4",588,3,8,2,4
"ENSG00000126775.8_3",5052,543,561,608,558
"ENSG00000259318.1_5",294,25,33,23,23
"ENSG00000186615.10_4",3595,75,90,60,52
"ENSG00000126777.17_5",17575,7386,8475,4450,4165
"ENSG00000177350.6_2",1541,6,2,0,1
"ENSG00000258791.8_4",3482,2,6,19,22
"ENSG00000139946.9_2",6278,7,3,12,8
"ENSG00000070269.13_3",8077,479,533,434,441
"ENSG00000070367.15_3",12575,2038,2114,1161,971
"ENSG00000053770.11_3",13034,861,887,803,816
"ENSG00000139977.13_5",7653,851,799,707,627
"ENSG00000100557.9_4",4107,296,255,329,318
"ENSG00000139971.15_6",7565,14,21,18,20
"ENSG00000131966.13_4",4039,504,557,437,399
"ENSG00000100567.12_4",3119,1153,1211,643,577
"ENSG00000258682.1_6",576,3,11,7,5
"ENSG00000257621.7_6",7409,1046,1136,1503,1204
"ENSG00000032219.18_3",7568,1152,1269,1005,944
"ENSG00000100575.13_2",1500,271,418,214,209
"ENSG00000100578.14_5",10184,993,1115,431,428
"ENSG00000258900.1_4",766,34,36,16,10
"ENSG00000213598.4_5",376,3,3,4,7
"ENSG00000100592.15_3",10712,1001,1114,985,978
"ENSG00000181619.11_3",4977,128,123,104,102
"ENSG00000126790.11_3",3504,228,241,231,196
"ENSG00000050130.17_3",4350,788,714,621,598
"ENSG00000139970.16_4",6209,15,7,10,9
"ENSG00000261120.1_5",507,10,7,4,7
"ENSG00000126773.12_5",22042,1423,1493,1372,1231
"ENSG00000100612.13_2",3248,412,534,528,458
"ENSG00000100614.17_5",11860,1053,1158,987,907
"ENSG00000179008.8_3",3464,2,3,4,6
"ENSG00000258427.3_4",525,18,22,4,5
"ENSG00000126778.9_3",5444,252,273,170,137
"ENSG00000100625.8_3",6658,296,287,298,322
"ENSG00000020426.10_3",3865,474,516,307,321
"ENSG00000258445.3_5",618,3,10,2,4
"ENSG00000126814.6_4",5692,357,393,220,230
"ENSG00000139974.15_3",5147,205,198,120,123
"ENSG00000027075.14_4",8833,18,19,5,8
"ENSG00000250548.6_5",5148,2,2,0,8
"ENSG00000232774.7_5",2653,36,23,4,7
"ENSG00000100644.16_4",5151,10719,9740,5492,5687
"ENSG00000023608.4_3",2656,169,173,81,60
"ENSG00000126785.12_2",3793,29,29,29,28
"ENSG00000154001.13_3",9188,1498,1542,805,772
"ENSG00000140006.11_3",3209,365,439,238,258
"ENSG00000258645.2_4",306,11,16,6,8
"ENSG00000274015.1_5",554,6,6,8,9
"ENSG00000126821.7_2",3312,390,389,271,219
"ENSG00000054654.16_5",31374,1182,1445,288,293
"ENSG00000214770.3_6",3351,11,3,6,3
"ENSG00000234911.2_3",3162,4,8,5,5
"ENSG00000100714.15_5",9377,3087,3718,1525,1355
"ENSG00000089775.11_2",12229,222,215,189,155
"ENSG00000179841.8_2",7512,84,69,21,16
"ENSG00000126804.13_4",5283,905,920,484,418
"ENSG00000126803.9_3",5777,8,11,6,7
"ENSG00000259010.1_5",1402,6,14,5,8
"ENSG00000126822.16_4",11910,194,282,319,258
"ENSG00000070182.20_4",14796,1,6,7,2
"ENSG00000258289.8_4",5404,267,288,320,286
"ENSG00000176153.11_2",1499,6661,6964,1731,1950
"ENSG00000139998.15_3",5015,838,760,1119,1090
"ENSG00000257365.7_3",3948,220,240,181,194
"ENSG00000125952.18_3",4430,1115,1163,1103,1148
"ENSG00000033170.16_3",6700,904,835,477,440
"ENSG00000276116.2_4",1521,21,28,22,24
"ENSG00000224861.1_5",960,396,539,279,347
"ENSG00000258561.1_5",1797,8,1,5,3
"ENSG00000171723.15_3",6007,528,652,392,398
"ENSG00000172717.16_4",4502,5,2,1,1
"ENSG00000258988.1_5",1266,5,3,3,3
"ENSG00000072415.8_4",8743,1009,1086,806,793
"ENSG00000100554.11_3",4251,347,395,311,279
"ENSG00000134001.12_3",5651,2098,2564,1431,1325
"ENSG00000100558.8_2",1603,10,17,2,4
"ENSG00000198133.8_3",6377,15,13,22,12
"ENSG00000054690.13_2",10817,735,806,874,817
"ENSG00000100564.8_3",2915,148,166,308,250
"ENSG00000081181.7_2",2418,612,697,352,324
"ENSG00000100568.10_4",5789,1472,1568,1075,921
"ENSG00000072042.12_3",5518,2542,2937,4926,4769
"ENSG00000139988.9_3",2356,13,14,83,96
"ENSG00000072121.15_4",15706,1198,1139,1210,1282
"ENSG00000182185.18_4",7477,63,78,22,31
"ENSG00000185650.9_3",5160,5549,5352,3426,3687
"ENSG00000072110.13_4",10626,5572,6714,3773,3546
"ENSG00000139990.17_3",8295,1980,2142,2986,2788
"ENSG00000081177.18_3",6263,461,515,338,324
"ENSG00000100626.16_3",10802,41,39,33,35
"ENSG00000100632.10_2",1446,1440,1458,748,751
"ENSG00000029364.11_2",7136,1311,1434,1394,1280
"ENSG00000100647.7_2",5830,501,507,705,643
"ENSG00000100650.15_3",5357,4399,5336,4668,3934
"ENSG00000100652.4_2",2049,1,1,13,9
"ENSG00000198732.10_3",4369,634,933,903,828
"ENSG00000242071.3_4",801,126,165,105,127
"ENSG00000259033.1_5",448,5,4,5,3
"ENSG00000133983.14_3",1863,20,11,18,12
"ENSG00000213463.4_3",7031,884,983,1325,1172
"ENSG00000259158.4_5",3733,11,10,8,13
"ENSG00000133997.11_3",4219,379,473,291,247
"ENSG00000133985.2_2",5217,268,183,31,49
"ENSG00000006432.15_3",12386,804,838,699,763
"ENSG00000259153.1_5",716,119,102,110,139
"ENSG00000274818.1_5",455,29,21,24,18
"ENSG00000100731.15_4",16715,2093,2165,1774,1709
"ENSG00000259146.3_5",973,6,7,1,6
"ENSG00000197555.9_4",12412,1528,1657,1137,1117
"ENSG00000205683.11_2",6889,30,26,26,29
"ENSG00000119599.16_4",5581,407,419,383,312
"ENSG00000259015.1_5",289,19,16,9,5
"ENSG00000165861.13_2",5306,214,208,216,225
"ENSG00000258813.2_5",1000,4,5,1,4
"ENSG00000119707.13_3",11859,7963,8276,6212,6057
"ENSG00000080815.18_3",9947,1284,1285,1061,980
"ENSG00000258944.1_5",777,2,6,0,1
"ENSG00000133961.20_5",9546,1483,1704,1202,1164
"ENSG00000251393.3_5",680,14,32,39,48
"ENSG00000187105.8_3",4209,3,1,6,3
"ENSG00000170468.7_2",2428,277,292,195,196
"ENSG00000258695.2_5",519,5,3,1,3
"ENSG00000184227.7_2",1713,57,70,92,72
"ENSG00000119673.14_4",2393,201,327,302,243
"ENSG00000279026.1_5",2225,18,32,25,14
"ENSG00000258603.3_5",918,2,1,6,0
"ENSG00000119661.14_2",8884,149,151,101,93
"ENSG00000176903.4_2",2590,706,782,626,536
"ENSG00000156030.13_5",13484,929,1053,905,940
"ENSG00000140043.11_3",8072,153,114,134,146
"ENSG00000273711.2_5",2137,6,8,9,13
"ENSG00000119725.18_3",6486,12,15,9,10
"ENSG00000156050.8_3",5056,79,121,101,118
"ENSG00000119723.16_3",6686,267,245,171,189
"ENSG00000187097.12_3",10379,2791,3128,4717,4635
"ENSG00000119636.15_5",4620,93,93,117,135
"ENSG00000119711.12_3",6680,529,703,606,454
"ENSG00000205659.10_3",3692,597,714,321,309
"ENSG00000119688.20_4",8769,582,717,741,636
"ENSG00000258559.2_6",1367,24,26,33,37
"ENSG00000270000.1_5",431,5,7,2,2
"ENSG00000119655.10_3",2749,1080,1088,1400,1331
"ENSG00000165898.13_2",3061,269,284,192,183
"ENSG00000119681.11_3",9091,237,196,174,152
"ENSG00000258976.1_5",717,6,2,1,2
"ENSG00000119682.16_4",7308,1044,1061,1204,1080
"ENSG00000119616.11_2",4747,1043,1074,521,514
"ENSG00000119596.17_5",14876,6107,5885,3897,3908
"ENSG00000119689.14_4",4550,1268,1508,1086,1013
"ENSG00000198208.11_3",7617,226,264,314,320
"ENSG00000119630.13_3",5962,174,194,213,197
"ENSG00000119718.10_3",5446,1290,1120,796,948
"ENSG00000258646.1_5",489,2,11,12,4
"ENSG00000279594.1_5",1583,5,7,7,6
